SUBDIVISION,JAN,FEB,MAR,APR
CHHATTISGARH,6.2,13.9,0.4,6.8
CHHATTISGARH,0,8.6,32.3,0.2
CHHATTISGARH,50.3,22.6,19,24.6
CHHATTISGARH,25,91,52.5,0
CHHATTISGARH,4,40.2,41.7,39.4
CHHATTISGARH,8.4,67.1,6.3,1.5
CHHATTISGARH,11.3,5.8,3.1,112.8
CHHATTISGARH,9,0.6,3.7,21.5
CHHATTISGARH,2.2,0,21.7,0.8
CHHATTISGARH,3.1,73.9,1,22.6
CHHATTISGARH,4.3,85.4,31.8,4.1
CHHATTISGARH,0,7.9,21,38.6
CHHATTISGARH,25,42.4,19.7,16.6
CHHATTISGARH,0,26.5,2.1,6.9
CHHATTISGARH,3.6,63.7,26.6,10.8
CHHATTISGARH,14.1,4.5,1.9,10.7
CHHATTISGARH,98.3,65.2,30.1,13.5
CHHATTISGARH,1.7,2.6,21.9,25.6
CHHATTISGARH,39.6,1.6,0,6.2
CHHATTISGARH,21.1,1.2,0.5,12.7
CHHATTISGARH,3.9,27.1,15.2,9.7
CHHATTISGARH,32.3,11.1,5.9,9
CHHATTISGARH,0.2,0.5,0.3,10.6
CHHATTISGARH,33.2,10.7,99.7,63.3
CHHATTISGARH,11.7,57.9,24.1,2.3
CHHATTISGARH,6.8,11.3,8.8,13.6
CHHATTISGARH,23.1,28.9,1.2,14.4
CHHATTISGARH,0,4,13.5,43.3
CHHATTISGARH,8.4,64.4,14.5,10.6
CHHATTISGARH,0,22.9,3.7,9.5
CHHATTISGARH,31.6,75.9,14.9,21.9
CHHATTISGARH,1.8,0,1.5,11.5
CHHATTISGARH,12.2,17.9,5.1,33.4
CHHATTISGARH,31.9,44.7,14.6,4.3
CHHATTISGARH,0,66.2,21.5,76.3
CHHATTISGARH,18.4,25.1,5.4,8.2
CHHATTISGARH,6.5,22.8,53.2,19.9
CHHATTISGARH,0.2,23,31.1,26.4
CHHATTISGARH,20.8,13.8,18.4,3.3
CHHATTISGARH,13.1,48.2,7.5,18.7
CHHATTISGARH,99.5,5.1,1,19.5
CHHATTISGARH,24.4,78.3,102.9,25
CHHATTISGARH,30.1,7.6,0,58.6
CHHATTISGARH,0,11,2.3,35.3
CHHATTISGARH,31,29.9,12,6.7
CHHATTISGARH,31,8,14.2,21.5
CHHATTISGARH,1.2,7.6,4,9.9
CHHATTISGARH,0.4,40.1,50.9,1.3
CHHATTISGARH,4.5,2.8,102.3,59.8
CHHATTISGARH,1.2,20,18.8,18.2
CHHATTISGARH,24.3,5.1,0.1,22.7
CHHATTISGARH,2.7,2.2,4.4,11.7
CHHATTISGARH,15.1,1.2,3.2,13.5
CHHATTISGARH,2.2,13.9,7.1,3
CHHATTISGARH,14.8,10.4,48.7,17
CHHATTISGARH,9.5,38.8,21.6,17.1
CHHATTISGARH,32,3.3,0.2,3.6
CHHATTISGARH,18,0.7,44.4,10.2
CHHATTISGARH,2.5,44.1,5,10.9
CHHATTISGARH,3.8,15.8,10.4,23.8
CHHATTISGARH,0.4,5.4,8.9,44.8
CHHATTISGARH,1,21.9,3.9,6.5
CHHATTISGARH,5.8,4.5,22.3,14.4
CHHATTISGARH,20.9,0,2.2,16.3
CHHATTISGARH,1.7,0,96.8,15.5
CHHATTISGARH,25.6,26.1,16.3,19.5
CHHATTISGARH,6,1.6,0.6,18.7
CHHATTISGARH,12.1,11.9,44.9,18.9
CHHATTISGARH,20.3,24.8,11.6,48.8
CHHATTISGARH,0.1,19.2,1.2,15.2
CHHATTISGARH,3.8,10,2.6,3.1
CHHATTISGARH,0,6.6,2.5,1.5
CHHATTISGARH,9.7,7.4,11.3,3.7
CHHATTISGARH,0.4,4.1,1.1,15.9
CHHATTISGARH,4.1,4.9,2.2,19
CHHATTISGARH,4.1,13.7,18.9,12.8
CHHATTISGARH,20.7,24.7,0.6,4.4
CHHATTISGARH,5.3,2.3,7.9,7.2
CHHATTISGARH,20.7,1.6,20.7,4
CHHATTISGARH,27.2,18.9,22.5,11.5
CHHATTISGARH,0.3,24.9,1.5,20.4
CHHATTISGARH,35.3,12.4,0.1,24.9
CHHATTISGARH,33.2,9.4,0.4,8.7
CHHATTISGARH,23.3,45.7,10,11.5
CHHATTISGARH,9.2,9.3,7.9,2.4
CHHATTISGARH,0.7,25.1,6.2,22.7
CHHATTISGARH,0.1,0,10.5,1
CHHATTISGARH,0.5,18.5,9.2,7.4
CHHATTISGARH,10.6,1.6,9.2,3.7
CHHATTISGARH,0.1,0.3,0.5,1.9
CHHATTISGARH,0,5.3,7.1,4.7
CHHATTISGARH,3.5,8.4,0,5.2
CHHATTISGARH,43.5,2.6,24,5.2
CHHATTISGARH,11.1,5.6,3.6,4.8
CHHATTISGARH,6.3,0.1,2.2,45.7
CHHATTISGARH,64.9,11.2,27.3,11.9
CHHATTISGARH,0,3.1,0.1,0
CHHATTISGARH,2.6,0,0.6,1.5
CHHATTISGARH,0.8,0.3,14.6,17.6
CHHATTISGARH,41.5,4.9,12.2,3.3
CHHATTISGARH,3.7,17.7,12.1,2.6
CHHATTISGARH,37.8,16.7,3.1,21.2
CHHATTISGARH,57.6,15.6,6.1,6.5
CHHATTISGARH,2.7,0,26.2,17.2
CHHATTISGARH,0,15.7,6.2,11.4
CHHATTISGARH,6.7,9.7,22.2,11.2
CHHATTISGARH,1.2,0,2.3,1.9
CHHATTISGARH,7.9,4.9,1,5.9
CHHATTISGARH,0.3,11.5,2.6,35
CHHATTISGARH,36.6,4.8,1.1,14.9
CHHATTISGARH,2.8,19.7,4.9,45.8
CHHATTISGARH,2.3,29,21.4,17.3
CHHATTISGARH,15.8,1.2,21.2,37
COASTAL ANDHRA PRADESH,18.8,80.9,7.2,28.7
COASTAL ANDHRA PRADESH,2,0,2.8,23.9
COASTAL ANDHRA PRADESH,0.8,13.3,0.2,6.2
COASTAL ANDHRA PRADESH,1.3,0,5.4,3
COASTAL ANDHRA PRADESH,1.1,16.7,68,37
COASTAL ANDHRA PRADESH,3.9,23.5,9.9,2.3
COASTAL ANDHRA PRADESH,0.6,3,38.9,80.9
COASTAL ANDHRA PRADESH,54.1,1.3,1.7,7.2
COASTAL ANDHRA PRADESH,1.3,1.3,0.2,112.2
COASTAL ANDHRA PRADESH,0.9,2.4,0.2,31.9
COASTAL ANDHRA PRADESH,0,0,10.3,14.4
COASTAL ANDHRA PRADESH,0,9.6,4.8,15.2
COASTAL ANDHRA PRADESH,0,12.9,0.5,3.3
COASTAL ANDHRA PRADESH,0,10.9,5.8,73
COASTAL ANDHRA PRADESH,21.1,17.9,53.3,44.8
COASTAL ANDHRA PRADESH,0.2,5.1,0.5,16.3
COASTAL ANDHRA PRADESH,1.1,25.1,14.9,16.4
COASTAL ANDHRA PRADESH,25.1,2.5,9.5,13
COASTAL ANDHRA PRADESH,41.3,22.9,10.4,23.6
COASTAL ANDHRA PRADESH,9.6,23.8,4.7,25.1
COASTAL ANDHRA PRADESH,52.3,0.1,0.1,35.3
COASTAL ANDHRA PRADESH,10.9,0,0,5.3
COASTAL ANDHRA PRADESH,0.2,58.3,13.5,14.9
COASTAL ANDHRA PRADESH,3.7,6.2,0.6,8.8
COASTAL ANDHRA PRADESH,2.9,0.1,5.6,40.2
COASTAL ANDHRA PRADESH,13.7,7.7,78.7,57.1
COASTAL ANDHRA PRADESH,14.1,8.4,18.5,6.3
COASTAL ANDHRA PRADESH,0,2.8,1.4,55.1
COASTAL ANDHRA PRADESH,2.7,37.4,1.5,19.7
COASTAL ANDHRA PRADESH,0.5,32.4,6.6,23.2
COASTAL ANDHRA PRADESH,0.5,0.4,5.2,8.8
COASTAL ANDHRA PRADESH,0,53.2,0.1,20.8
COASTAL ANDHRA PRADESH,4.1,0,6.8,23.3
COASTAL ANDHRA PRADESH,0,0.2,0.6,19.9
COASTAL ANDHRA PRADESH,1.2,0.1,4.2,24.7
COASTAL ANDHRA PRADESH,8.7,127.1,5.8,22.4
COASTAL ANDHRA PRADESH,0,71.8,15.2,86.3
COASTAL ANDHRA PRADESH,0.1,31.9,7.6,3.5
COASTAL ANDHRA PRADESH,3,0,29.7,19.7
COASTAL ANDHRA PRADESH,0.2,5.3,65.6,15
COASTAL ANDHRA PRADESH,2.6,13.8,4.1,8.2
COASTAL ANDHRA PRADESH,2.9,5.6,2.1,37.2
COASTAL ANDHRA PRADESH,20.2,5.3,1.6,72.5
COASTAL ANDHRA PRADESH,4.9,19.4,96.6,24.8
COASTAL ANDHRA PRADESH,1,0,0,48
COASTAL ANDHRA PRADESH,0,3.8,5.4,66
COASTAL ANDHRA PRADESH,10.3,3,0.8,15.4
COASTAL ANDHRA PRADESH,1.4,26.8,7.4,24.8
COASTAL ANDHRA PRADESH,7.7,0.6,2.5,32.2
COASTAL ANDHRA PRADESH,0,17.2,31,7
COASTAL ANDHRA PRADESH,1.2,0,27.9,46.1
COASTAL ANDHRA PRADESH,0,17.4,12.2,28.8
COASTAL ANDHRA PRADESH,13.2,0.6,0,21.5
COASTAL ANDHRA PRADESH,0.3,0,9,8
COASTAL ANDHRA PRADESH,5.1,0.3,18.6,14.2
COASTAL ANDHRA PRADESH,4.2,3.2,0.5,28.6
COASTAL ANDHRA PRADESH,0.7,1.8,21.2,14.3
COASTAL ANDHRA PRADESH,7.4,1.8,10.7,17.5
COASTAL ANDHRA PRADESH,5.8,10.7,0,14.7
COASTAL ANDHRA PRADESH,1.4,0.2,25.1,1.3
COASTAL ANDHRA PRADESH,9.6,28.4,2.3,9
COASTAL ANDHRA PRADESH,3.7,8.7,0.9,34.6
COASTAL ANDHRA PRADESH,0,0,7,50.2
COASTAL ANDHRA PRADESH,0.7,11.2,1.1,6
COASTAL ANDHRA PRADESH,1.4,1.2,7.1,35.4
COASTAL ANDHRA PRADESH,40.1,1.2,5,8.6
COASTAL ANDHRA PRADESH,13.1,0.1,71.8,18.6
COASTAL ANDHRA PRADESH,11.3,11.8,13.6,42.9
COASTAL ANDHRA PRADESH,0.2,0.4,2.7,5.6
COASTAL ANDHRA PRADESH,0.9,9.7,22.3,18.7
COASTAL ANDHRA PRADESH,1,26.4,12.7,104.1
COASTAL ANDHRA PRADESH,0,32.5,0,32.1
COASTAL ANDHRA PRADESH,0,0.4,12,1.1
COASTAL ANDHRA PRADESH,0.1,1.5,11.2,12.9
COASTAL ANDHRA PRADESH,0.2,10.5,0.3,2.6
COASTAL ANDHRA PRADESH,0,1.1,2.7,22.7
COASTAL ANDHRA PRADESH,1.5,0,1.2,62.5
COASTAL ANDHRA PRADESH,9.1,18,12.2,29.4
COASTAL ANDHRA PRADESH,0.6,30.2,0.1,15.2
COASTAL ANDHRA PRADESH,0.5,2.4,5.6,16.1
COASTAL ANDHRA PRADESH,16,0.1,31.4,15.2
COASTAL ANDHRA PRADESH,1.6,0.5,7.5,37.5
COASTAL ANDHRA PRADESH,0.1,17.3,4.6,8.8
COASTAL ANDHRA PRADESH,5.7,9.8,1.8,26.5
COASTAL ANDHRA PRADESH,42.7,0.4,1.7,7
COASTAL ANDHRA PRADESH,32.6,25.9,2.2,26.6
COASTAL ANDHRA PRADESH,20.9,0.2,24,16.9
COASTAL ANDHRA PRADESH,0,16.7,2.3,38.4
COASTAL ANDHRA PRADESH,0.1,0.1,37.4,7.3
COASTAL ANDHRA PRADESH,10.3,81.1,84.5,24.2
COASTAL ANDHRA PRADESH,19.6,3.3,6.6,17.9
COASTAL ANDHRA PRADESH,13.1,4.3,0,9.1
COASTAL ANDHRA PRADESH,2.2,9.8,16.6,26.6
COASTAL ANDHRA PRADESH,7.2,17.4,3.1,30.6
COASTAL ANDHRA PRADESH,27.5,2.5,12,19.8
COASTAL ANDHRA PRADESH,3.4,5.8,4.4,23.7
COASTAL ANDHRA PRADESH,15.1,5.6,19.7,62.6
COASTAL ANDHRA PRADESH,12.6,35.7,24.7,38.9
COASTAL ANDHRA PRADESH,0.1,2.7,0.2,11
COASTAL ANDHRA PRADESH,0.1,42.4,0.7,19.1
COASTAL ANDHRA PRADESH,4.6,3.8,20,54.1
COASTAL ANDHRA PRADESH,28,0,7.3,34.8
COASTAL ANDHRA PRADESH,6.2,19.4,40.7,19.4
COASTAL ANDHRA PRADESH,24,11.4,11.6,40.1
COASTAL ANDHRA PRADESH,13.6,8,17.4,32.2
COASTAL ANDHRA PRADESH,0,0,30.7,58
COASTAL ANDHRA PRADESH,0,5.1,0.1,8.5
COASTAL ANDHRA PRADESH,3.2,61.6,93.8,18.5
COASTAL ANDHRA PRADESH,0,0,5.7,6.4
COASTAL ANDHRA PRADESH,21.8,2.3,4.4,14.8
COASTAL ANDHRA PRADESH,0,17.9,0.9,62.3
COASTAL ANDHRA PRADESH,37.6,0,2.7,24
COASTAL ANDHRA PRADESH,2,29.6,0.2,48
COASTAL ANDHRA PRADESH,0.4,1.2,9.1,6
COASTAL ANDHRA PRADESH,2,0.6,5.5,32.3
TELANGANA,6.9,41.8,7.8,45.2
TELANGANA,0,0,0.2,10.7
TELANGANA,12.9,4.6,0,9.9
TELANGANA,0,0,10.8,0.8
TELANGANA,0,4.3,12.8,27.6
TELANGANA,22.5,1.2,13.4,2.4
TELANGANA,1,3.3,10.2,61.9
TELANGANA,35.6,2.6,5.2,0.3
TELANGANA,0.5,5.9,0.5,26.4
TELANGANA,0,0,0,4.2
TELANGANA,0,0,7.9,0.7
TELANGANA,0,37.5,0,20.4
TELANGANA,0,13.4,0,8
TELANGANA,0,0,1.2,34.1
TELANGANA,15.4,8.6,77.8,18.8
TELANGANA,0,4.1,0,15.9
TELANGANA,0,65.5,33,34.1
TELANGANA,20.2,0,32.6,8.3
TELANGANA,5.5,39.2,31.3,35
TELANGANA,7.4,0,1.7,24.4
TELANGANA,7.1,0,0.1,5.4
TELANGANA,55.3,0,0,6.6
TELANGANA,3,5.3,23.3,10.7
TELANGANA,37,0,0,9.2
TELANGANA,0,0,0,49.8
TELANGANA,46.1,2,24,48.8
TELANGANA,9.6,11,4.6,2
TELANGANA,0,15.8,47.3,4.5
TELANGANA,5.3,64.8,0,21.7
TELANGANA,0,14.7,5.4,13.5
TELANGANA,0.3,5.1,4,13.3
TELANGANA,0,40.3,1.3,17.6
TELANGANA,12.9,17.4,15.7,25
TELANGANA,0.1,0,0.1,18.3
TELANGANA,16.2,3.4,1.4,42.2
TELANGANA,2.5,79.1,15.3,8.4
TELANGANA,0,33.2,28.6,105.6
TELANGANA,0,41.3,14.2,16.6
TELANGANA,0,0,22,16.7
TELANGANA,0,0.5,11.4,33.6
TELANGANA,16.6,3.3,4.8,4.8
TELANGANA,0,23,0.2,31.7
TELANGANA,15.2,0.6,1.7,34.4
TELANGANA,0,13.7,82.3,5.4
TELANGANA,4.3,0,0,39
TELANGANA,0,15.9,5.2,21.7
TELANGANA,13.4,18,3.3,1.8
TELANGANA,3.7,4.6,5.1,20
TELANGANA,0.5,0,2.4,13.8
TELANGANA,0,34.7,14.2,0.2
TELANGANA,0,0,56.1,20.1
TELANGANA,0.5,16.4,0.8,12.4
TELANGANA,5.1,0,3,26.8
TELANGANA,0,0,13.2,4.3
TELANGANA,1,0,2.9,9.8
TELANGANA,0.7,1.5,1.9,5.9
TELANGANA,0,7.7,23.7,33.4
TELANGANA,2.1,4.9,10,24.7
TELANGANA,1,0.4,0,4
TELANGANA,0.7,0,32.9,4.1
TELANGANA,0.8,6.1,2.7,11.8
TELANGANA,0.2,25.1,2.1,47
TELANGANA,0,0.3,4,35.5
TELANGANA,0,0.2,5.5,2.1
TELANGANA,2.7,0.8,4.4,6.8
TELANGANA,19.8,0,2.6,7.9
TELANGANA,0.3,0,62.7,8.5
TELANGANA,16.5,15,35.1,16
TELANGANA,2.2,0,1.4,9.6
TELANGANA,6.9,0.7,4.5,22.5
TELANGANA,7.3,7.5,6.3,6.9
TELANGANA,0,14.6,0.1,12.7
TELANGANA,0,0,1.7,5.5
TELANGANA,0,0,1.8,7
TELANGANA,12.9,10.5,7.7,3
TELANGANA,0.2,0,1,25.6
TELANGANA,0,0,2.4,8
TELANGANA,30.7,19.1,5.9,20.6
TELANGANA,9.8,22.8,1.2,12.6
TELANGANA,0,0,5.3,15.5
TELANGANA,10.3,0,26.2,11.7
TELANGANA,5.7,0,4.2,22.2
TELANGANA,0,4.2,1.7,3.9
TELANGANA,7.3,8.1,4.7,11.4
TELANGANA,5.7,0,4.7,15.5
TELANGANA,29.4,60.3,1.9,21.5
TELANGANA,15.3,1,18.4,9.5
TELANGANA,0,6.5,1.1,26.6
TELANGANA,0,0,39.2,1.9
TELANGANA,4.2,4.1,35.2,1
TELANGANA,21.7,4.1,8.9,21.6
TELANGANA,4.8,0,2.5,10.7
TELANGANA,4.9,2,12.9,13.1
TELANGANA,8.6,12.5,0,21.5
TELANGANA,98.7,0.5,22,16
TELANGANA,0,7.9,4.7,31.1
TELANGANA,22.6,0.9,20.2,43.4
TELANGANA,5.2,22.2,15.2,15.5
TELANGANA,0,9.3,4.6,1.7
TELANGANA,0.6,16.8,1,16.3
TELANGANA,8.5,0,21.5,37.3
TELANGANA,18.8,10.1,7.6,7.7
TELANGANA,0,10.7,21.9,14
TELANGANA,34.4,17.9,9.3,25.9
TELANGANA,43.4,14.1,14.6,23.8
TELANGANA,0,0,42.7,38.6
TELANGANA,0,0,0.1,0.1
TELANGANA,0.2,18.6,108.6,15.7
TELANGANA,0,0,2.1,4.5
TELANGANA,10.3,5.3,1.5,5.6
TELANGANA,0,11.9,2.6,25.6
TELANGANA,6.7,0,0.2,14
TELANGANA,2.4,29,0.2,24.4
TELANGANA,0.2,2.9,58.3,10.3
TELANGANA,17.5,0,43,65.7
RAYALSEEMA,7,50.2,0,12.1
RAYALSEEMA,10,0.2,1.7,11
RAYALSEEMA,30,0.1,0,3.6
RAYALSEEMA,14.8,0,1.7,7.1
RAYALSEEMA,6.5,6.8,17,18.3
RAYALSEEMA,115.3,7.2,6.8,2.1
RAYALSEEMA,1.1,0,6.5,82.5
RAYALSEEMA,5.7,4.3,4.7,5.5
RAYALSEEMA,89.2,0,0,42.2
RAYALSEEMA,0.6,2.1,0.7,13.1
RAYALSEEMA,0,0,0.8,20.9
RAYALSEEMA,1.1,4.1,0.6,5.6
RAYALSEEMA,0,0.4,0.9,10.8
RAYALSEEMA,2.4,1.3,1.2,23.5
RAYALSEEMA,44.9,4.8,80.2,11.9
RAYALSEEMA,0,1.3,0,7.9
RAYALSEEMA,4.5,35.6,7.2,5.4
RAYALSEEMA,60.6,2.7,10.5,10.4
RAYALSEEMA,24.8,0,22.4,14.6
RAYALSEEMA,79.5,1.2,0.4,11.5
RAYALSEEMA,43.2,0,0,40.7
RAYALSEEMA,36.9,0,0,12
RAYALSEEMA,23,8.5,18,17.6
RAYALSEEMA,9.8,0,1.2,12.7
RAYALSEEMA,0,0,5.9,18.3
RAYALSEEMA,57.3,0,15,38.1
RAYALSEEMA,2.9,1.9,0,1.2
RAYALSEEMA,1.3,38.7,10.9,23.2
RAYALSEEMA,11,10.3,0.2,35.4
RAYALSEEMA,15.6,33.9,8.3,7.6
RAYALSEEMA,0.2,0,2.1,8.9
RAYALSEEMA,0,17.2,0,12.1
RAYALSEEMA,0,1.7,9.4,14.8
RAYALSEEMA,21.5,0,0,23.2
RAYALSEEMA,8.5,0.6,1.8,22.9
RAYALSEEMA,0.2,31.9,8.3,12.7
RAYALSEEMA,0.5,9,6.2,93.5
RAYALSEEMA,0,6.7,5.4,1.9
RAYALSEEMA,17.4,0,18.3,72.9
RAYALSEEMA,0.3,0.1,8.8,29.4
RAYALSEEMA,5.6,7.3,0,7.5
RAYALSEEMA,0.4,0.3,0,15.1
RAYALSEEMA,22,1.8,0.4,26.6
RAYALSEEMA,0.2,10.4,86.9,9.9
RAYALSEEMA,0,0,0,22.5
RAYALSEEMA,1.7,4.1,7.9,11.8
RAYALSEEMA,23.2,1.4,0.8,10.3
RAYALSEEMA,4.2,1.1,4.1,32.5
RAYALSEEMA,0,0,0.1,9.1
RAYALSEEMA,0.2,5.9,3.4,0.7
RAYALSEEMA,0,0.1,16.1,45.9
RAYALSEEMA,0,4.3,1.2,12.2
RAYALSEEMA,1.2,0.5,0,39.2
RAYALSEEMA,13.4,0,11.9,8.8
RAYALSEEMA,15.2,1,4.8,13.8
RAYALSEEMA,3.6,0.1,0,56.2
RAYALSEEMA,1,0.4,11,11.4
RAYALSEEMA,2.6,6.2,4.4,30.8
RAYALSEEMA,0.2,5.2,0,19
RAYALSEEMA,0.5,0,5,6.6
RAYALSEEMA,2.4,7.9,0.5,3
RAYALSEEMA,1.9,4,5.4,44.8
RAYALSEEMA,7.1,0.3,10.1,38.1
RAYALSEEMA,0,0,0,2
RAYALSEEMA,0.6,0.6,5.5,40.2
RAYALSEEMA,6.1,0.2,0,9.7
RAYALSEEMA,16.8,0,34.7,7.3
RAYALSEEMA,0.1,2.6,10.8,38.1
RAYALSEEMA,0,0,0.9,5
RAYALSEEMA,0.1,14.2,2.9,12.3
RAYALSEEMA,3.6,4.8,20,27.7
RAYALSEEMA,3.2,0.7,0,13.8
RAYALSEEMA,0,0,0.1,1.5
RAYALSEEMA,0,0,0,7.8
RAYALSEEMA,0.8,0.1,4.9,3.8
RAYALSEEMA,0.9,0,0,11.7
RAYALSEEMA,0.4,0.4,2.2,22.5
RAYALSEEMA,1.6,7.4,0.5,30.6
RAYALSEEMA,3.2,19.4,0,7
RAYALSEEMA,0,0,1.5,6.6
RAYALSEEMA,7.9,0,20.5,10.4
RAYALSEEMA,0.9,0,0.6,11.3
RAYALSEEMA,0,1,3.9,4.7
RAYALSEEMA,6.5,81,28.4,12.4
RAYALSEEMA,17.7,0,4.2,11.9
RAYALSEEMA,68.8,14.5,0,9.2
RAYALSEEMA,5.1,0,11.9,7.9
RAYALSEEMA,0.6,0.4,4,43
RAYALSEEMA,0,0,25.4,2.2
RAYALSEEMA,2.1,5.5,16.9,8.1
RAYALSEEMA,11.5,0,6.2,26.3
RAYALSEEMA,7.7,0,0,17.1
RAYALSEEMA,0,6.7,17,11.3
RAYALSEEMA,5.3,13.2,2.1,25.1
RAYALSEEMA,28.1,4.8,12.8,10.4
RAYALSEEMA,0,0.9,2.4,36.6
RAYALSEEMA,16.5,1.4,16.9,33.6
RAYALSEEMA,0.2,3.1,4.3,32.7
RAYALSEEMA,0.8,5.1,0.5,11.1
RAYALSEEMA,0,34.3,0.2,22.1
RAYALSEEMA,7.7,0,6.5,68.2
RAYALSEEMA,25.6,3.2,7.7,17.5
RAYALSEEMA,0,1.3,26.1,15
RAYALSEEMA,10.2,4.3,12.9,35.1
RAYALSEEMA,1.3,13.6,14.7,38.5
RAYALSEEMA,0.2,0,32.8,9.7
RAYALSEEMA,0,0.5,0.1,6
RAYALSEEMA,6.4,18.7,62.9,4.1
RAYALSEEMA,0.5,0,5.3,8.4
RAYALSEEMA,4.7,0.8,0.6,13
RAYALSEEMA,0.8,12.1,0,34.6
RAYALSEEMA,2.7,0,2.5,32.7
RAYALSEEMA,1.3,30.6,11.5,26.8
RAYALSEEMA,0.2,0.7,12.5,5.1
RAYALSEEMA,1.9,0,13.4,73.4
TAMIL NADU,24.5,39.1,21.7,36
TAMIL NADU,67.2,9.8,25.1,21.9
TAMIL NADU,19.3,7.8,1.7,18.2
TAMIL NADU,35.2,0.1,0.7,19.5
TAMIL NADU,6.5,7.5,17.2,64.8
TAMIL NADU,52.4,12.9,17,8.5
TAMIL NADU,8.4,1.2,25,78.9
TAMIL NADU,16.8,36.9,25,24.5
TAMIL NADU,116.5,11.2,7.7,68.6
TAMIL NADU,9.2,21.2,2.4,26.8
TAMIL NADU,2.8,1.1,6,30.8
TAMIL NADU,5.9,2.8,2.9,18.5
TAMIL NADU,2.9,3.2,6.6,21
TAMIL NADU,5.7,1.9,5.6,34.6
TAMIL NADU,35.1,18.1,43.6,37
TAMIL NADU,0.1,3.2,3.1,19.2
TAMIL NADU,14.3,39.1,32.3,11.9
TAMIL NADU,80.9,5.4,25.9,9.9
TAMIL NADU,22.9,0.8,16.2,25
TAMIL NADU,135.9,3.1,3.7,67.3
TAMIL NADU,141.2,0,1.7,72.3
TAMIL NADU,41.9,18.1,2.5,34.9
TAMIL NADU,136,2.5,50.1,26.6
TAMIL NADU,29.7,0.7,31.3,30.2
TAMIL NADU,17.6,4.6,57.2,30.1
TAMIL NADU,88,2.2,30.4,41.4
TAMIL NADU,18,21.6,17.2,50.7
TAMIL NADU,21,54.9,24,56.9
TAMIL NADU,20.4,29.2,9.4,107.3
TAMIL NADU,53.6,60.3,21.4,34.4
TAMIL NADU,22.7,0,3.3,55.6
TAMIL NADU,0.7,31.9,7.3,62.9
TAMIL NADU,2.7,5,41.2,52.5
TAMIL NADU,99.8,0.1,11.6,34.6
TAMIL NADU,37.5,2.5,9.3,63.9
TAMIL NADU,1.9,51.1,55.3,35.7
TAMIL NADU,10.7,16.7,26.7,96.1
TAMIL NADU,1.2,52.1,34.8,44.5
TAMIL NADU,31.1,5,26,132.1
TAMIL NADU,0.9,0.7,12.6,82.8
TAMIL NADU,31.7,4.4,1.4,58.6
TAMIL NADU,0.5,0.6,6,78.6
TAMIL NADU,112,18.5,10.8,72.1
TAMIL NADU,18.4,34.6,83.5,32.7
TAMIL NADU,4.6,5.5,5,74.7
TAMIL NADU,19.8,1,46.4,45.7
TAMIL NADU,59.5,14.8,54.4,92.8
TAMIL NADU,51.7,9.9,10.6,35.3
TAMIL NADU,8.6,3,0.6,62.3
TAMIL NADU,2.4,68,16.8,11.8
TAMIL NADU,11.7,0.8,26.7,115.2
TAMIL NADU,13.7,47.7,8.9,29.5
TAMIL NADU,13,15.8,4.8,97.8
TAMIL NADU,77.5,2.7,58.2,54.2
TAMIL NADU,35.7,1.3,10.3,85.3
TAMIL NADU,22.9,0.5,1,34.3
TAMIL NADU,1.2,10.3,15.1,14.8
TAMIL NADU,12.1,6,27.2,49.4
TAMIL NADU,3.7,34.8,0.1,51.4
TAMIL NADU,5.5,9.9,21,60
TAMIL NADU,76,12.7,2.2,23.9
TAMIL NADU,10,23.6,13.6,48.4
TAMIL NADU,76.2,4.8,39.1,56.5
TAMIL NADU,1.6,1.2,15.5,11.4
TAMIL NADU,1.8,7.2,10.1,63.8
TAMIL NADU,16,1.6,11.9,33.4
TAMIL NADU,28.9,1,40.4,19.3
TAMIL NADU,4.6,5.6,36.5,85.9
TAMIL NADU,1.5,7.2,3.5,32.1
TAMIL NADU,15.9,18,9.2,61.8
TAMIL NADU,19.3,11.1,37.8,40.6
TAMIL NADU,4,1.2,1,14
TAMIL NADU,0.3,0.2,5.3,20.7
TAMIL NADU,0.6,8.9,6.7,30.4
TAMIL NADU,6,4.3,34.8,20.8
TAMIL NADU,1.2,0.2,8.4,50.1
TAMIL NADU,1.4,24.8,10.4,45.5
TAMIL NADU,1.4,11.2,10.9,35.9
TAMIL NADU,0.7,43.5,12.5,15.3
TAMIL NADU,0.1,0,15.4,45.9
TAMIL NADU,8.9,1.3,21.7,23.7
TAMIL NADU,0.2,0.1,8.6,25.2
TAMIL NADU,0.2,0.2,1.9,5.5
TAMIL NADU,34.5,131.3,101.7,45.4
TAMIL NADU,89.7,5.2,11.9,43.9
TAMIL NADU,65.5,39,16.1,20.9
TAMIL NADU,8,1.2,28.7,20
TAMIL NADU,0.2,3.8,27.4,94.6
TAMIL NADU,2.7,0,27.9,40.8
TAMIL NADU,84.8,10.2,36.2,24.3
TAMIL NADU,24.2,4.6,9.7,37.4
TAMIL NADU,3.1,0.2,0,22.5
TAMIL NADU,0.1,7,9.9,11.2
TAMIL NADU,7,27.6,5.5,48.3
TAMIL NADU,23.8,3.3,16.7,39.5
TAMIL NADU,7.6,3.6,5,91.5
TAMIL NADU,7.7,0.2,2.3,42
TAMIL NADU,6.9,5.7,4.1,23.6
TAMIL NADU,8.3,24.1,3.9,56.9
