SUBDIVISION,JAN,FEB,MAR,APR
HARYANA DELHI & CHANDIGARH,14.3,42.8,25.9,33.5
HARYANA DELHI & CHANDIGARH,31.4,6.1,0.1,7.6
HARYANA DELHI & CHANDIGARH,5.9,13.1,0,78.1
HARYANA DELHI & CHANDIGARH,19.7,5.1,0.1,2.1
HARYANA DELHI & CHANDIGARH,66.5,1.3,53.3,0.7
HARYANA DELHI & CHANDIGARH,43.4,12.5,9,9.2
HARYANA DELHI & CHANDIGARH,1.1,42.9,22.4,1.9
HARYANA DELHI & CHANDIGARH,2.3,7,4.7,22.7
HARYANA DELHI & CHANDIGARH,30.7,49.1,40.9,7.1
HARYANA DELHI & CHANDIGARH,0.5,15.7,0.2,2.3
HARYANA DELHI & CHANDIGARH,6.1,7.4,3.2,34.5
HARYANA DELHI & CHANDIGARH,10,0,11.1,9.9
HARYANA DELHI & CHANDIGARH,61,2.7,8.4,2.3
HARYANA DELHI & CHANDIGARH,11.2,12.9,13.2,0.2
HARYANA DELHI & CHANDIGARH,21.3,1.2,0.5,1.4
HARYANA DELHI & CHANDIGARH,14.3,4.5,0.6,0.6
HARYANA DELHI & CHANDIGARH,17,52.7,0.8,0.1
HARYANA DELHI & CHANDIGARH,48.5,18.9,2,1.3
HARYANA DELHI & CHANDIGARH,4.8,0.1,0.1,3.1
HARYANA DELHI & CHANDIGARH,9.4,9.3,39.2,10.3
HARYANA DELHI & CHANDIGARH,0.2,34.1,14.8,7.4
HARYANA DELHI & CHANDIGARH,21.5,28.3,3.4,5.9
HARYANA DELHI & CHANDIGARH,15.2,0.1,0,9.5
HARYANA DELHI & CHANDIGARH,28.4,11.4,4,1.8
HARYANA DELHI & CHANDIGARH,0.4,17,14.2,0.3
HARYANA DELHI & CHANDIGARH,3,2,26.2,4.8
HARYANA DELHI & CHANDIGARH,1.1,19.5,10.8,6.7
HARYANA DELHI & CHANDIGARH,21.6,1,47.6,0.7
HARYANA DELHI & CHANDIGARH,35.1,25.1,7.1,29.2
HARYANA DELHI & CHANDIGARH,1.6,18.2,6.8,0.7
HARYANA DELHI & CHANDIGARH,0.8,75.8,5.3,20.3
HARYANA DELHI & CHANDIGARH,38.2,7.7,0.4,1.1
HARYANA DELHI & CHANDIGARH,1.9,38.5,20.2,0.5
HARYANA DELHI & CHANDIGARH,28.2,35.6,11.9,6.7
HARYANA DELHI & CHANDIGARH,59.2,5.1,2.2,0
HARYANA DELHI & CHANDIGARH,24.9,48.6,2.2,11.7
HARYANA DELHI & CHANDIGARH,19.6,2.1,2.4,14.7
HARYANA DELHI & CHANDIGARH,21.5,32.9,35.1,27.6
HARYANA DELHI & CHANDIGARH,41.5,0,2.4,6.5
HARYANA DELHI & CHANDIGARH,0.1,9.7,1.7,3.4
HARYANA DELHI & CHANDIGARH,17.2,15.8,7.2,0.6
HARYANA DELHI & CHANDIGARH,34.4,31.4,18.8,1.1
HARYANA DELHI & CHANDIGARH,3.4,27.9,0.7,1.2
HARYANA DELHI & CHANDIGARH,22.2,6.5,18.1,0.5
HARYANA DELHI & CHANDIGARH,8.2,0.4,33.6,11.6
HARYANA DELHI & CHANDIGARH,8.2,17.8,12,2.6
HARYANA DELHI & CHANDIGARH,39.5,1.6,0,4.1
HARYANA DELHI & CHANDIGARH,26.1,91,10.1,0.4
HARYANA DELHI & CHANDIGARH,32.8,1.9,7.7,7.3
HARYANA DELHI & CHANDIGARH,16.6,3.1,25.6,0.8
HARYANA DELHI & CHANDIGARH,53.2,0.2,28.9,2.8
HARYANA DELHI & CHANDIGARH,4.1,0.7,5.4,1.9
HARYANA DELHI & CHANDIGARH,28.4,8,3.8,0.4
HARYANA DELHI & CHANDIGARH,11.3,0,24.4,4.2
HARYANA DELHI & CHANDIGARH,40.2,29.9,0.4,4.6
HARYANA DELHI & CHANDIGARH,21.1,10.4,7.7,1.3
HARYANA DELHI & CHANDIGARH,3.1,4.1,4.4,2
HARYANA DELHI & CHANDIGARH,4.7,1.5,0.9,0.4
HARYANA DELHI & CHANDIGARH,6.2,11.5,7.3,8.6
HARYANA DELHI & CHANDIGARH,3.3,34,6.7,1.7
HARYANA DELHI & CHANDIGARH,0,2.4,43.4,0.9
HARYANA DELHI & CHANDIGARH,14.1,15.9,17.3,0
HARYANA DELHI & CHANDIGARH,1.5,6.8,9.7,3.6
HARYANA DELHI & CHANDIGARH,35.4,35.4,9.4,0
HARYANA DELHI & CHANDIGARH,17,18.9,1.1,7.5
HARYANA DELHI & CHANDIGARH,6.8,12.1,5.6,11.6
HARYANA DELHI & CHANDIGARH,15.8,5.2,3.2,0.5
HARYANA DELHI & CHANDIGARH,0.5,1.3,1.6,0.9
HARYANA DELHI & CHANDIGARH,20.3,2.9,9.3,0.3
HARYANA DELHI & CHANDIGARH,8.8,23.1,6.8,2.7
HARYANA DELHI & CHANDIGARH,50.1,1.5,0.8,22.8
HARYANA DELHI & CHANDIGARH,0.2,24.8,51.7,4.2
HARYANA DELHI & CHANDIGARH,23.2,45.5,10.7,3.5
HARYANA DELHI & CHANDIGARH,5.8,2.3,22,0.4
HARYANA DELHI & CHANDIGARH,25.7,13.3,34.6,0.5
HARYANA DELHI & CHANDIGARH,21.4,20,70.7,33.1
HARYANA DELHI & CHANDIGARH,38,5.3,6.4,82.5
HARYANA DELHI & CHANDIGARH,1.9,14.5,0.4,2.7
HARYANA DELHI & CHANDIGARH,3.5,0.3,1.1,8.1
HARYANA DELHI & CHANDIGARH,7.2,31,12.7,3.3
HARYANA DELHI & CHANDIGARH,21.3,27.8,12.4,6.4
HARYANA DELHI & CHANDIGARH,1.5,13.2,34.5,3.6
HARYANA DELHI & CHANDIGARH,40.1,0.4,11.7,0.6
HARYANA DELHI & CHANDIGARH,0,79.5,4.9,2.2
HARYANA DELHI & CHANDIGARH,0.1,19.7,2.9,13.2
HARYANA DELHI & CHANDIGARH,20.3,16.4,0.5,1.2
HARYANA DELHI & CHANDIGARH,4.5,16.1,11.3,5.4
HARYANA DELHI & CHANDIGARH,20.1,11.3,0.6,7.6
HARYANA DELHI & CHANDIGARH,38.8,21.7,9.8,4.9
HARYANA DELHI & CHANDIGARH,16,30.5,11.6,0.6
HARYANA DELHI & CHANDIGARH,6.6,2.2,14.6,35.3
HARYANA DELHI & CHANDIGARH,0.4,24.6,25.4,9.1
HARYANA DELHI & CHANDIGARH,31.7,0.7,1.4,0
HARYANA DELHI & CHANDIGARH,17.1,29.1,1.4,1.3
HARYANA DELHI & CHANDIGARH,17.8,5.2,7.2,19.8
HARYANA DELHI & CHANDIGARH,11.6,31.1,9,1.1
HARYANA DELHI & CHANDIGARH,14.7,29.9,4,1.8
HARYANA DELHI & CHANDIGARH,25.4,0.3,0,18.1
HARYANA DELHI & CHANDIGARH,13.9,35.7,29.9,2.7
HARYANA DELHI & CHANDIGARH,2.3,0.1,30.4,0.6
HARYANA DELHI & CHANDIGARH,0.5,76,40.1,2
HARYANA DELHI & CHANDIGARH,2.4,0.4,0.6,13.4
HARYANA DELHI & CHANDIGARH,4.1,5.9,5.7,11.7
HARYANA DELHI & CHANDIGARH,4.8,10.2,0.5,0.8
HARYANA DELHI & CHANDIGARH,0.7,26.7,6.9,8.9
HARYANA DELHI & CHANDIGARH,8.2,0.2,0.1,11.8
HARYANA DELHI & CHANDIGARH,21.1,52.2,5.3,3.3
HARYANA DELHI & CHANDIGARH,13,17.3,26.8,7.5
HARYANA DELHI & CHANDIGARH,12.4,6.6,71.8,34.8
PUNJAB,55.7,50.1,25.2,2.1
PUNJAB,0,0.8,9.9,10.9
PUNJAB,29.5,0.5,45,1.3
PUNJAB,24.2,1.7,87.8,1.2
PUNJAB,53,40.3,24.3,0.5
PUNJAB,5.3,83.1,50.5,1.5
PUNJAB,27.3,95.4,53.1,50.7
PUNJAB,46.9,11.8,0.3,31.3
PUNJAB,34,21,0.2,48.6
PUNJAB,27.1,5.6,1.1,2.7
PUNJAB,112.1,7.3,108.5,3.7
PUNJAB,53.3,5.2,8.5,19.9
PUNJAB,0.9,58.7,47.5,0.6
PUNJAB,19.8,26.9,15.8,44.6
PUNJAB,28.7,59.8,48.3,9.3
PUNJAB,2.8,20.9,2.8,4.4
PUNJAB,6.5,3.1,12.5,71.9
PUNJAB,3.1,1.2,61.4,38.5
PUNJAB,81.4,12.3,11.1,4.9
PUNJAB,25.7,18.3,21.3,0.6
PUNJAB,19.3,3.9,0.7,0.7
PUNJAB,23.8,14,3.1,3
PUNJAB,36.4,63,7.3,4.9
PUNJAB,39.1,42.3,2.6,1.1
PUNJAB,18.1,2.1,1.1,7.7
PUNJAB,14.1,7.5,50.2,16.2
PUNJAB,0.7,39.8,15.7,6.6
PUNJAB,25.6,21.3,6.3,10.2
PUNJAB,8.9,1.1,0,11.5
PUNJAB,25.6,27,6.7,13.3
PUNJAB,12.6,27.1,21.1,2
PUNJAB,19,13.2,28.8,7.3
PUNJAB,6.2,26.4,35.7,7.2
PUNJAB,18.3,1.7,37.5,2.4
PUNJAB,73.7,40.9,12.8,44.2
PUNJAB,1.3,58.8,17.3,10.9
PUNJAB,5.8,96,10.2,41.8
PUNJAB,77.5,22.2,1.8,9.1
PUNJAB,6.2,61,58.1,8.3
PUNJAB,36.8,45.1,13.7,2.9
PUNJAB,55.3,8.5,12.4,1
PUNJAB,27.2,57.2,15.4,19.6
PUNJAB,55.6,1.9,7.9,7.8
PUNJAB,32.3,54.6,49.5,46.5
PUNJAB,71.4,0,14.5,15.9
PUNJAB,2.6,16.1,7,4.2
PUNJAB,23.2,14.5,9.4,0
PUNJAB,19.9,53.1,66.5,6.7
PUNJAB,9.3,58.4,4.8,5.2
PUNJAB,53.1,25.4,50.1,2.4
PUNJAB,23.9,4.3,53.5,10.4
PUNJAB,19.7,20.4,34,0.7
PUNJAB,47.1,1.5,0,8.2
PUNJAB,30.8,92.2,9.5,0.1
PUNJAB,33,3.6,24.9,20.5
PUNJAB,21.6,6.8,45.3,5.1
PUNJAB,105,4,26.6,10.6
PUNJAB,9.5,3.5,6.9,4.4
PUNJAB,43.3,21.4,10,4.8
PUNJAB,14.2,0.1,33.3,4.7
PUNJAB,51.7,39.5,3,14.2
PUNJAB,39.6,14.2,43.2,4.2
PUNJAB,0.4,14.5,34.3,3
PUNJAB,11,5.7,3.9,5.2
PUNJAB,13.1,23.9,15.3,21.3
PUNJAB,0.2,38.9,18.5,3.6
PUNJAB,0.2,13.1,84.8,1.8
PUNJAB,24.7,30.5,32.7,2.1
PUNJAB,14.2,21.7,24.4,12
PUNJAB,40.1,20.6,7.3,0.3
PUNJAB,5.2,42,3.3,11.8
PUNJAB,9.1,31.9,10.8,6.5
PUNJAB,26,32.4,8.2,1.8
PUNJAB,3.2,2,3.1,1.3
PUNJAB,21.1,20.4,20,1.3
PUNJAB,29.2,53.7,22.7,9.4
PUNJAB,37.7,0.5,1,37.1
PUNJAB,4.1,30,65.1,2.8
PUNJAB,25.9,71.9,45.7,6.8
PUNJAB,19.4,12.4,24.3,3.7
PUNJAB,48.1,20.6,53.8,2.2
PUNJAB,35.8,27.7,87.5,49.9
PUNJAB,65.3,26.7,27.4,113.2
PUNJAB,2.4,67.2,13.9,9.3
PUNJAB,4.8,0.9,3.6,21.2
PUNJAB,0.7,42.1,24.6,18.9
PUNJAB,23.1,30.8,23.3,14.9
PUNJAB,5,22.5,86.4,3.3
PUNJAB,45.7,4.1,17.6,1.7
PUNJAB,1.9,57.7,32.7,4.2
PUNJAB,0.1,39.8,16,34.8
PUNJAB,38.8,34.2,11.9,2.2
PUNJAB,8.5,12.7,29.5,9.4
PUNJAB,27.6,23.3,2.8,6.4
PUNJAB,50.8,56,17.2,8.8
PUNJAB,32.7,38.9,19,2.8
PUNJAB,14.5,5.4,8.9,35.8
PUNJAB,2.8,55.8,25.5,19.1
PUNJAB,43.4,5.6,4.3,0
PUNJAB,25.4,26.6,6.9,1.3
PUNJAB,8,2.1,6.2,24.5
PUNJAB,2.4,6.6,6.8,3.3
PUNJAB,10.6,56.4,19.4,3
PUNJAB,32.4,5.7,0,15.5
PUNJAB,35.8,60.3,28.6,8.4
PUNJAB,15,3.7,46.1,1.3
PUNJAB,1.2,68.8,48.2,10
PUNJAB,12,4.1,0,19.7
PUNJAB,9.4,14.4,10.5,14
PUNJAB,3.8,13.8,1.9,0.7
PUNJAB,3.5,35.6,8.2,17.8
PUNJAB,62.6,3.2,1.9,31.1
PUNJAB,9.3,50.1,11.6,3.4
PUNJAB,21.8,20.1,30.3,24.5
PUNJAB,17.7,31.3,68.5,29.8
HIMACHAL PRADESH,137.8,174.5,75,19.2
HIMACHAL PRADESH,6.5,27,104.4,76.2
HIMACHAL PRADESH,76.5,21.4,213.7,25.4
HIMACHAL PRADESH,79.3,22.4,131.7,48
HIMACHAL PRADESH,81.3,76.8,160.2,39.3
HIMACHAL PRADESH,44.1,143.9,89.5,5.3
HIMACHAL PRADESH,124.2,145.1,144.9,73
HIMACHAL PRADESH,38.4,76.1,12.3,181.7
HIMACHAL PRADESH,111,82.1,25.4,31.7
HIMACHAL PRADESH,49.9,48.9,42.7,48.9
HIMACHAL PRADESH,246.3,21.9,277.3,35.1
HIMACHAL PRADESH,95.6,34.7,55.7,60.1
HIMACHAL PRADESH,21.3,126.6,72.4,35.5
HIMACHAL PRADESH,15.9,88.8,105.5,110.8
HIMACHAL PRADESH,62.2,100.4,90,66.6
HIMACHAL PRADESH,10.4,75.3,33.7,41.8
HIMACHAL PRADESH,20.4,30,61.8,162.9
HIMACHAL PRADESH,21.2,22.3,171.2,103.4
HIMACHAL PRADESH,141.3,47.4,75.6,60.4
HIMACHAL PRADESH,53,58.1,126.1,32.8
HIMACHAL PRADESH,87.8,20.9,9.1,29.6
HIMACHAL PRADESH,106.6,57.5,68.2,87.7
HIMACHAL PRADESH,113.4,151.2,51,27.2
HIMACHAL PRADESH,50.2,135.1,63,26.6
HIMACHAL PRADESH,86.2,61.7,33.5,65.4
HIMACHAL PRADESH,52.9,48.6,179.7,86.3
HIMACHAL PRADESH,17.5,132.5,48.2,51.4
HIMACHAL PRADESH,129,112.9,48.1,94.6
HIMACHAL PRADESH,109,52.3,17.6,48
HIMACHAL PRADESH,98.8,64.1,52.7,87.7
HIMACHAL PRADESH,58.5,149.6,79.9,14.6
HIMACHAL PRADESH,43,52.8,62.1,17.1
HIMACHAL PRADESH,60.2,93.6,109.4,80.2
HIMACHAL PRADESH,91.8,12.8,40.3,82.3
HIMACHAL PRADESH,136.7,73.4,60.3,83.6
HIMACHAL PRADESH,11.5,111.1,118.2,61
HIMACHAL PRADESH,57.3,141,53.7,60.3
HIMACHAL PRADESH,175.5,124.3,48.1,38.9
HIMACHAL PRADESH,56.4,112.3,97.9,47.1
HIMACHAL PRADESH,64.1,79.9,69.4,60.4
HIMACHAL PRADESH,44.5,49.4,70.1,21.5
HIMACHAL PRADESH,74.8,156.8,28.3,84.6
HIMACHAL PRADESH,171.1,26.1,96.7,74.8
HIMACHAL PRADESH,108.3,112.5,106.2,51
HIMACHAL PRADESH,196,10.3,105,81
HIMACHAL PRADESH,45.2,85.9,77.9,42
HIMACHAL PRADESH,78,38.2,82.8,4.5
HIMACHAL PRADESH,33.5,185,382,47.5
HIMACHAL PRADESH,28,140,81.6,45
HIMACHAL PRADESH,211,67,155,51.7
HIMACHAL PRADESH,112.3,69.4,87.4,90.4
HIMACHAL PRADESH,86.4,82.8,191.4,35.2
HIMACHAL PRADESH,149.2,51.9,98.3,86.6
HIMACHAL PRADESH,196.4,271.8,87.2,13
HIMACHAL PRADESH,165,42,141.4,87.7
HIMACHAL PRADESH,96.5,44.7,206.5,58
HIMACHAL PRADESH,181,37.9,133.8,146.4
HIMACHAL PRADESH,84,22.4,72.8,61.7
HIMACHAL PRADESH,136.1,243.1,94.7,43.3
HIMACHAL PRADESH,82.9,0.7,134.2,66.2
HIMACHAL PRADESH,153.8,157.2,68.8,104.2
HIMACHAL PRADESH,45,102.9,82.9,102.6
HIMACHAL PRADESH,14.1,57.2,201.2,49.5
HIMACHAL PRADESH,176.6,58.8,83.6,97.7
HIMACHAL PRADESH,52.5,209.1,170.9,126.6
HIMACHAL PRADESH,0.3,145,78.4,77.2
HIMACHAL PRADESH,30.8,99.1,181.5,31.4
HIMACHAL PRADESH,188.5,114.1,80.8,50.9
HIMACHAL PRADESH,66,78.6,72.7,130.4
HIMACHAL PRADESH,116.5,39,37.9,7.3
HIMACHAL PRADESH,53.1,76.5,13.7,57.5
HIMACHAL PRADESH,55,77,55,82.1
HIMACHAL PRADESH,116.8,80.6,68.4,15.7
HIMACHAL PRADESH,75,44.6,33.7,24.6
HIMACHAL PRADESH,137.8,124.7,126.3,25.4
HIMACHAL PRADESH,66.7,105.5,126.6,49.1
HIMACHAL PRADESH,85.5,4.7,12.9,97.5
HIMACHAL PRADESH,63.7,102.6,157.9,53.5
HIMACHAL PRADESH,170,115.3,157.4,31.9
HIMACHAL PRADESH,83.2,87.1,71.7,28.5
HIMACHAL PRADESH,114.5,96.3,162,54.4
HIMACHAL PRADESH,187.3,147.7,228.9,146.2
HIMACHAL PRADESH,91.7,97.6,162.8,136.7
HIMACHAL PRADESH,24.3,134.5,38.7,68.6
HIMACHAL PRADESH,70.4,23,36.2,65.6
HIMACHAL PRADESH,7.3,119.3,159.4,105.3
HIMACHAL PRADESH,68.1,84.6,77.9,132.1
HIMACHAL PRADESH,41.6,128.3,353.9,27.2
HIMACHAL PRADESH,111,62.5,89.2,39.4
HIMACHAL PRADESH,36.2,161.2,217.7,52.5
HIMACHAL PRADESH,24,143.1,120.6,104.5
HIMACHAL PRADESH,123.9,75.8,199.4,36.9
HIMACHAL PRADESH,109.2,69.7,164.1,20.6
HIMACHAL PRADESH,88.7,124.7,29,131.3
HIMACHAL PRADESH,61.5,140,96.7,85.8
HIMACHAL PRADESH,118.6,117.8,112.5,50.6
HIMACHAL PRADESH,50.9,58.5,60.4,97.4
HIMACHAL PRADESH,13.5,133.8,139.4,71.5
HIMACHAL PRADESH,109.2,54.3,33.4,7.1
HIMACHAL PRADESH,118.2,119,68.1,25.6
HIMACHAL PRADESH,30.5,35.7,105.8,66.9
HIMACHAL PRADESH,66.7,136.5,136.9,124
HIMACHAL PRADESH,39.5,116.6,113,52.9
HIMACHAL PRADESH,86.2,43,5.9,54.7
HIMACHAL PRADESH,147.8,222.9,143.3,35.2
HIMACHAL PRADESH,102.5,38.2,137.3,44.3
HIMACHAL PRADESH,1.3,121,177,9.6
HIMACHAL PRADESH,129.9,63.2,6.3,44.4
HIMACHAL PRADESH,54.8,45.9,43.4,91.2
HIMACHAL PRADESH,25.5,96.6,45.1,60.3
HIMACHAL PRADESH,43.9,97.4,49.7,62.4
HIMACHAL PRADESH,92.3,51.3,28.4,55.9
HIMACHAL PRADESH,79.9,182.6,76.6,28.9
HIMACHAL PRADESH,69.6,124.9,125.2,60.6
HIMACHAL PRADESH,67.2,156.6,192.5,84.9
JAMMU & KASHMIR,66.4,69.3,69.6,132.2
JAMMU & KASHMIR,6.5,9.7,91.3,100.5
JAMMU & KASHMIR,96.2,21.5,238.6,58.7
JAMMU & KASHMIR,110.6,17.3,145.2,64.5
JAMMU & KASHMIR,146.7,76.3,161.4,71.7
JAMMU & KASHMIR,81,160.4,167.2,49.3
JAMMU & KASHMIR,99.6,195.8,132.2,151
JAMMU & KASHMIR,86.4,51.4,28.1,195.8
JAMMU & KASHMIR,91.9,149.3,56.1,48
JAMMU & KASHMIR,123.6,85.1,65.6,99.7
JAMMU & KASHMIR,344.8,52.3,285.4,53.1
JAMMU & KASHMIR,169.8,39.7,107.5,102.8
JAMMU & KASHMIR,68.4,141.9,95,81
JAMMU & KASHMIR,47.8,228.9,155.4,153.7
JAMMU & KASHMIR,47.4,218.3,109.7,132.3
JAMMU & KASHMIR,37.5,159.4,69,67.7
JAMMU & KASHMIR,63.6,34.2,92.7,145
JAMMU & KASHMIR,25.8,27.7,269,173.9
JAMMU & KASHMIR,187.7,98.3,121.6,73.3
JAMMU & KASHMIR,82.9,126.4,199.8,97.2
JAMMU & KASHMIR,140.6,71.3,60.4,44.9
JAMMU & KASHMIR,87.9,60.6,82.4,67.4
JAMMU & KASHMIR,185.9,163.2,106.9,60.9
JAMMU & KASHMIR,89.2,218.7,91.6,87.6
JAMMU & KASHMIR,90.4,86.8,45.7,70.9
JAMMU & KASHMIR,52.6,61.7,182.4,123.9
JAMMU & KASHMIR,84.6,117.3,80.8,53.2
JAMMU & KASHMIR,142.9,192.2,125.9,109.2
JAMMU & KASHMIR,121.2,66.4,40.3,53
JAMMU & KASHMIR,201.8,116.1,114.6,209.2
JAMMU & KASHMIR,124.7,142.4,47.1,35.5
JAMMU & KASHMIR,99.4,102.7,122.7,32.8
JAMMU & KASHMIR,104,137.4,187.1,107.2
JAMMU & KASHMIR,110.1,27.2,71.1,96.8
JAMMU & KASHMIR,193.3,95.7,129.9,145.5
JAMMU & KASHMIR,59.9,168.9,242.1,62.4
JAMMU & KASHMIR,67.9,160,91,80.7
JAMMU & KASHMIR,183.1,194.2,132.6,76.4
JAMMU & KASHMIR,89.1,221,179.9,68.5
JAMMU & KASHMIR,96.8,61.1,108.9,71.9
JAMMU & KASHMIR,81.7,52.5,109.6,40.1
JAMMU & KASHMIR,127.7,196.9,39.4,85.9
JAMMU & KASHMIR,245.5,37.5,145,94.9
JAMMU & KASHMIR,114.9,142.5,98.8,72.5
JAMMU & KASHMIR,131.7,23,138.2,101.8
JAMMU & KASHMIR,36.6,89.7,87.1,26
JAMMU & KASHMIR,64.7,81.9,68.3,5.7
JAMMU & KASHMIR,47.9,133.7,261.1,43.4
JAMMU & KASHMIR,101.3,194,127.7,59.1
JAMMU & KASHMIR,367.8,96.1,115.4,119.3
JAMMU & KASHMIR,107.3,99.3,120.6,90.1
JAMMU & KASHMIR,88.2,94.1,199.5,42.7
JAMMU & KASHMIR,135.5,46.6,98.6,97.2
JAMMU & KASHMIR,308.4,250.6,60.7,16.2
JAMMU & KASHMIR,47.9,14.9,124.4,64.4
JAMMU & KASHMIR,136.4,63.9,180.9,115.1
JAMMU & KASHMIR,184.1,144.7,110.9,222.7
JAMMU & KASHMIR,38.7,85.8,116,101
JAMMU & KASHMIR,113.5,120.8,114.6,33.3
JAMMU & KASHMIR,48.2,9.9,144.7,47
JAMMU & KASHMIR,103.3,57.9,54.5,107.5
JAMMU & KASHMIR,20.5,97,51,117.5
JAMMU & KASHMIR,0,36.4,251.8,188.9
JAMMU & KASHMIR,126.2,60.7,96,134.6
JAMMU & KASHMIR,62.2,138.1,99.9,179.8
JAMMU & KASHMIR,1.5,199.3,155.2,148.5
JAMMU & KASHMIR,17.5,114,156.9,88.1
JAMMU & KASHMIR,117.2,72.4,85.2,63
JAMMU & KASHMIR,81.2,139.7,112.1,174.1
JAMMU & KASHMIR,51.7,44.5,94.1,36
JAMMU & KASHMIR,28.1,112,10.4,111
JAMMU & KASHMIR,70.2,128.5,169.3,119.5
JAMMU & KASHMIR,134.1,83.4,131.3,65.9
JAMMU & KASHMIR,118.1,100.6,64.3,46.2
JAMMU & KASHMIR,71.5,94.3,180.1,83.5
JAMMU & KASHMIR,96.6,156.4,116.8,72.4
JAMMU & KASHMIR,150.2,21.3,21.1,145.3
JAMMU & KASHMIR,50.2,73,253.6,60.6
JAMMU & KASHMIR,65.6,98.4,228.6,58.4
JAMMU & KASHMIR,84.1,171.6,136.8,36.1
JAMMU & KASHMIR,146.1,131.2,227.3,88.9
JAMMU & KASHMIR,91.9,139,222.4,128.7
JAMMU & KASHMIR,118.8,97.2,318.8,207.8
JAMMU & KASHMIR,33.6,181.2,90.5,128.2
JAMMU & KASHMIR,80.1,23.7,42.1,71.4
JAMMU & KASHMIR,20.9,110.9,235,163.7
JAMMU & KASHMIR,45,150.1,140.4,134.7
JAMMU & KASHMIR,78.2,155.5,280.2,46.8
JAMMU & KASHMIR,74.9,78.2,134.1,114.6
JAMMU & KASHMIR,110.2,206.5,309.8,98.4
JAMMU & KASHMIR,71.3,216.5,176.1,233.2
JAMMU & KASHMIR,161.9,91.2,194.7,86.8
JAMMU & KASHMIR,114.9,123.6,233.1,31.8
JAMMU & KASHMIR,139.9,133,82.3,136.6
JAMMU & KASHMIR,101.4,210.2,129.3,124.9
JAMMU & KASHMIR,127.5,115.7,213.6,85.4
JAMMU & KASHMIR,68.4,55.6,164.1,144.5
JAMMU & KASHMIR,75,297.2,185.4,192.8
JAMMU & KASHMIR,183.5,56,91.6,24.3
JAMMU & KASHMIR,159.5,106.6,90.4,30.4
JAMMU & KASHMIR,17.4,54.3,81.7,92.8
JAMMU & KASHMIR,58.7,101.2,105.5,86.3
JAMMU & KASHMIR,26.9,267.2,170.9,117.5
JAMMU & KASHMIR,176,70.6,21.2,118.9
JAMMU & KASHMIR,296,403.5,189.7,64.9
JAMMU & KASHMIR,200.3,92.3,96.8,34.4
JAMMU & KASHMIR,12.3,116.7,259.3,15
JAMMU & KASHMIR,153.5,130.8,9.9,97.7
JAMMU & KASHMIR,120.3,117.9,63.7,113.5
JAMMU & KASHMIR,30.9,142.2,34.9,63.9
JAMMU & KASHMIR,43.4,211.6,97.8,89
JAMMU & KASHMIR,150.9,95.8,45.2,86.6
JAMMU & KASHMIR,52.2,136.4,41.9,47.4
JAMMU & KASHMIR,75.8,64,153.1,76.1
JAMMU & KASHMIR,27.9,187.2,341.4,173.3
WEST RAJASTHAN,6.7,0,1.1,0
WEST RAJASTHAN,0,0,0,0.5
WEST RAJASTHAN,1.7,1.3,5.5,0
WEST RAJASTHAN,3.8,2.9,16.3,0.7
WEST RAJASTHAN,6.3,4.8,0.7,1.3
WEST RAJASTHAN,0.1,39.1,7.8,0
WEST RAJASTHAN,0.6,24.5,6.3,7.3
WEST RAJASTHAN,8.5,0.2,0,3.8
WEST RAJASTHAN,1.9,6.5,0,23.7
WEST RAJASTHAN,2.2,0.2,0,3.6
WEST RAJASTHAN,2.8,0.3,37.3,1.9
WEST RAJASTHAN,16.3,0,0.1,2.2
WEST RAJASTHAN,0.1,8.5,2.7,0.5
WEST RAJASTHAN,2.6,1.8,0.1,8.4
WEST RAJASTHAN,7,19.7,15.4,0.1
WEST RAJASTHAN,1.5,0.3,0.2,1.7
WEST RAJASTHAN,1.3,1.2,1.1,12.2
WEST RAJASTHAN,0.4,0,2.7,0.5
WEST RAJASTHAN,13.7,1.6,0.7,5.4
WEST RAJASTHAN,2.7,1.5,0.9,1.5
WEST RAJASTHAN,0.1,0,0,0
WEST RAJASTHAN,0.4,0.6,0,0.8
WEST RAJASTHAN,3.3,4.9,0.7,0.4
WEST RAJASTHAN,4.4,2.2,0.1,0.5
WEST RAJASTHAN,0,0,0,0
WEST RAJASTHAN,5.4,0.3,19.4,0.8
WEST RAJASTHAN,0,7.7,0,0.1
WEST RAJASTHAN,0.4,0.8,1,2
WEST RAJASTHAN,2.3,0,0,1.8
WEST RAJASTHAN,2.5,1.2,0.7,1.8
WEST RAJASTHAN,0.1,1.1,1.3,0
WEST RAJASTHAN,0.7,0.2,6.3,1.8
WEST RAJASTHAN,0,7.6,4,13
WEST RAJASTHAN,0.8,0,8.2,0.2
WEST RAJASTHAN,9.2,2.7,2.5,8.4
WEST RAJASTHAN,0.1,4.6,1.8,0.3
WEST RAJASTHAN,0,25.5,0.7,1.9
WEST RAJASTHAN,2.1,0.5,0,0.6
WEST RAJASTHAN,0.3,25,7.8,0.2
WEST RAJASTHAN,18.1,8.5,6.8,1.2
WEST RAJASTHAN,8.7,0.5,1.2,0
WEST RAJASTHAN,3.6,12.2,0,3.7
WEST RAJASTHAN,1.5,0,0.1,2
WEST RAJASTHAN,14.2,5.7,9.7,11.2
WEST RAJASTHAN,18.3,0,0.6,6.1
WEST RAJASTHAN,0,1.1,0,0
